[27/Feb/2014:16:55:01 +0000] | 165.65.122.115 | /stats2/segment | ?country=125&country=125&gender=2&education=0&age=30 | + | 2738 | 243
[28/Feb/2014:16:34:14 +0000] | 82.114.178.64 | /stats/totalvotes |  | + | 1351 | 45
[28/Feb/2014:16:34:14 +0000] | 82.114.178.125 | /stats/public/segment | ?&country=159&gender=0&age_ub=140 | + | 465854 | 512
[28/Feb/2014:16:34:18 +0000] | 82.114.178.64 | /static/map_stats.json |  | + | 314388 | 55209
[28/Feb/2014:16:34:18 +0000] | 82.114.178.64 | /static/segment_comparison.json |  | + | 368 | 10149
[28/Feb/2014:16:34:19 +0000] | 82.114.178.139 | - |  | - | 121 | 0
[28/Feb/2014:16:34:20 +0000] | 82.114.178.64 | /stats/public/segment | ?&country=78&gender=0&age_ub=140 | + | 645627 | 521
[28/Feb/2014:16:34:22 +0000] | 82.114.178.64 | /stats/totalvotes |  | + | 1371 | 45
[28/Feb/2014:16:34:24 +0000] | 82.114.178.67 | /stats/public/segment | ?&country=53&gender=0&age_ub=140 | + | 1378 | 514
[28/Feb/2014:16:34:35 +0000] | 190.213.149.72 | /stats/totalvotes |  | + | 1303 | 45
[28/Feb/2014:16:34:36 +0000] | 31.31.176.158 | /static/map_stats.json |  | + | 508105 | 55209
[28/Feb/2014:16:34:37 +0000] | 190.213.149.72 | /static/map_stats.json |  | + | 367 | 55209
[28/Feb/2014:16:34:38 +0000] | 31.31.176.158 | /static/segment_comparison.json |  | + | 429 | 10149
[28/Feb/2014:16:34:40 +0000] | 31.31.176.158 | /stats/public/segment | ?&country=136&gender=0&age_ub=140 | + | 1380 | 504
[28/Feb/2014:16:34:43 +0000] | 46.35.80.38 | /stats/totalvotes |  | + | 1356 | 45
[28/Feb/2014:16:34:47 +0000] | 5.63.4.173 | /stats/totalvotes |  | + | 1224 | 45
[28/Feb/2014:16:34:48 +0000] | 5.63.4.173 | /static/map_stats.json |  | + | 166101 | 55209
[28/Feb/2014:16:34:48 +0000] | 31.31.176.158 | /stats/totalvotes |  | + | 1178 | 45
[28/Feb/2014:16:34:49 +0000] | 5.63.4.173 | /static/segment_comparison.json |  | + | 190 | 10149
[28/Feb/2014:16:34:49 +0000] | 5.63.4.173 | /stats/public/segment | ?country=191 | + | 1051 | 530
[28/Feb/2014:16:34:49 +0000] | 5.63.4.173 | /stats/public/segment | ?&country=151&gender=0&age_ub=140 | + | 61508 | 501
[28/Feb/2014:16:34:49 +0000] | 5.63.4.173 | /stats/public/sampleSimilar | ?choices=1,2,3,11,13,15 | + | 1260 | 3315
[28/Feb/2014:16:34:50 +0000] | 5.63.4.173 | /stats/public/segment | ?&country=191&gender=1&age_lb=35&age_ub=54 | + | 1394 | 525
[28/Feb/2014:16:34:53 +0000] | 31.31.176.158 | /static/map_stats.json |  | + | 4797 | 0
[28/Feb/2014:16:34:54 +0000] | 31.31.176.158 | /static/segment_comparison.json |  | + | 425 | 0
[28/Feb/2014:16:34:54 +0000] | 31.31.176.158 | /stats/public/segment | ?&country=138&gender=0&age_ub=140 | + | 1520 | 496
[28/Feb/2014:16:34:57 +0000] | 82.114.169.13 | /static/map_stats.json |  | + | 455405 | 55209
[28/Feb/2014:16:35:00 +0000] | 82.114.169.13 | /static/segment_comparison.json |  | + | 370 | 10149
[28/Feb/2014:16:35:01 +0000] | 82.114.169.13 | /stats/public/segment | ?&country=31&gender=0&age_ub=140 | + | 382014 | 510
[28/Feb/2014:16:35:02 +0000] | 54.227.246.164 | /stats/ping |  | - | 754 | 14
[28/Feb/2014:16:35:04 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=1 | + | 2494 | 546
[28/Feb/2014:16:35:04 +0000] | 127.0.0.1 | /stats/public/segment | ? | + | 2360 | 548
[28/Feb/2014:16:35:04 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=2 | + | 3812 | 546
[28/Feb/2014:16:35:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=35&age_ub=54 | + | 2700 | 537
[28/Feb/2014:16:35:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=55 | + | 2415 | 528
[28/Feb/2014:16:35:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=3 | + | 1329 | 533
[28/Feb/2014:16:35:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=4 | + | 907 | 531
[28/Feb/2014:16:34:04 +0000] | 127.0.0.1 | /stats/public/map | ? | - | 62648559 | 752
[28/Feb/2014:16:35:05 +0000] | 82.114.169.78 | /static/map_stats.json |  | + | 3103722 | 55209
[28/Feb/2014:16:35:11 +0000] | 82.114.169.78 | /static/segment_comparison.json |  | + | 404 | 10149
[28/Feb/2014:16:35:14 +0000] | 82.114.169.78 | /stats/public/segment | ?&country=30&gender=0&age_ub=140 | + | 2873813 | 529
[28/Feb/2014:16:35:22 +0000] | 127.0.0.1 | * |  | - | 163 | 0
[28/Feb/2014:16:35:24 +0000] | 109.74.36.35 | /stats/totalvotes |  | + | 551027 | 45
[28/Feb/2014:16:35:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=1 | + | 23140515 | 545
[28/Feb/2014:16:35:27 +0000] | 31.31.185.9 | /stats/public/segment | ?country=86 | + | 1409433 | 525
[28/Feb/2014:16:35:29 +0000] | 31.31.185.9 | /stats/public/segment | ?&country=86&gender=1&age_ub=34 | + | 625092 | 513
[28/Feb/2014:16:35:31 +0000] | 109.74.38.15 | /stats/totalvotes |  | + | 1304 | 45
[28/Feb/2014:16:35:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=2 | + | 26832382 | 546
[28/Feb/2014:16:35:40 +0000] | 109.74.38.15 | /static/map_stats.json |  | + | 283206 | 55209
[28/Feb/2014:16:35:41 +0000] | 109.74.38.15 | /static/segment_comparison.json |  | + | 390 | 10149
[28/Feb/2014:16:35:41 +0000] | 109.74.38.15 | /stats/public/segment | ?&country=183&gender=0&age_ub=140 | + | 1203 | 519
[28/Feb/2014:16:35:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_ub=34 | + | 38106824 | 547
[28/Feb/2014:16:35:43 +0000] | 109.74.36.35 | /static/map_stats.json |  | + | 609161 | 55209
[28/Feb/2014:16:35:44 +0000] | 109.74.36.35 | /static/segment_comparison.json |  | + | 429 | 10149
[28/Feb/2014:16:35:44 +0000] | 46.35.91.209 | /stats/public/segment | ?country=191 | + | 1259 | 530
[28/Feb/2014:16:35:27 +0000] | 31.31.185.9 | /stats/public/sampleSimilar | ?choices=1,2,3,4,6,15 | + | 18890116 | 3288
[28/Feb/2014:16:35:52 +0000] | 127.0.0.1 | * |  | - | 171 | 0
[28/Feb/2014:16:35:53 +0000] | 127.0.0.1 | * |  | - | 164 | 0
[28/Feb/2014:16:35:57 +0000] | 82.114.178.248 | /stats/totalvotes |  | + | 1204 | 45
[28/Feb/2014:16:35:57 +0000] | 82.114.178.248 | /static/map_stats.json |  | + | 295 | 0
[28/Feb/2014:16:35:58 +0000] | 82.114.178.248 | /static/segment_comparison.json |  | + | 6966 | 0
[28/Feb/2014:16:35:59 +0000] | 82.114.178.248 | /stats/public/segment | ?&country=121&gender=0&age_ub=140 | + | 1149 | 507
[28/Feb/2014:16:35:45 +0000] | 46.35.91.209 | /stats/public/sampleSimilar | ?choices=2,3,7,11,12,14 | + | 14922423 | 3314
[28/Feb/2014:16:36:01 +0000] | 27.245.157.37 | /stats/totalvotes |  | + | 1300 | 45
[28/Feb/2014:16:36:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 599 | 14
[28/Feb/2014:16:36:01 +0000] | 54.227.246.164 | /stats/partners |  | - | 8261 | 70211
[28/Feb/2014:16:36:04 +0000] | 27.245.157.37 | /static/map_stats.json |  | + | 340021 | 55209
[28/Feb/2014:16:36:05 +0000] | 27.245.157.37 | /static/segment_comparison.json |  | + | 407 | 10149
[28/Feb/2014:16:36:06 +0000] | 27.245.157.37 | /stats/public/segment | ?&country=193&gender=0&age_ub=140 | + | 374058 | 513
[28/Feb/2014:16:36:09 +0000] | 27.245.157.37 | /stats/totalvotes |  | + | 1323 | 45
[28/Feb/2014:16:36:10 +0000] | 82.114.178.192 | /stats/totalvotes |  | + | 1479 | 45
[28/Feb/2014:16:36:10 +0000] | 77.177.99.227 | /stats/totalvotes |  | + | 1057 | 45
[28/Feb/2014:16:36:12 +0000] | 77.177.99.227 | /static/map_stats.json |  | + | 412 | 55209
[28/Feb/2014:16:36:13 +0000] | 27.245.157.37 | /stats/public/segment | ?&country=96&gender=0&age_ub=140 | + | 1357 | 500
[28/Feb/2014:16:36:17 +0000] | 216.16.241.50 | /stats/totalvotes |  | + | 1305 | 45
[28/Feb/2014:16:36:17 +0000] | 216.16.241.50 | /static/map_stats.json |  | + | 226 | 55209
[28/Feb/2014:16:36:17 +0000] | 216.16.241.50 | /static/segment_comparison.json |  | + | 417 | 10149
[28/Feb/2014:16:36:17 +0000] | 216.16.241.50 | /stats/public/segment | ?&country=177&gender=0&age_ub=140 | + | 81757 | 505
[28/Feb/2014:16:36:20 +0000] | 82.114.178.192 | /static/map_stats.json |  | + | 505 | 55209
[28/Feb/2014:16:36:21 +0000] | 82.114.178.192 | /static/segment_comparison.json |  | + | 416 | 10149
[28/Feb/2014:16:36:22 +0000] | 63.168.169.186 | /stats/totalvotes |  | + | 1395 | 45
[28/Feb/2014:16:36:22 +0000] | 82.114.178.192 | /stats/public/segment | ?&country=31&gender=0&age_ub=140 | + | 1549 | 510
[28/Feb/2014:16:36:28 +0000] | 24.182.232.106 | /stats/totalvotes |  | + | 4259 | 45
[28/Feb/2014:16:36:28 +0000] | 24.182.232.106 | /static/map_stats.json |  | + | 397 | 55209
[28/Feb/2014:16:36:28 +0000] | 24.182.232.106 | /static/segment_comparison.json |  | + | 222 | 10149
[28/Feb/2014:16:36:30 +0000] | 24.182.232.106 | /stats/public/segment | ?&country=36&gender=0&age_ub=140 | + | 155133 | 510
[28/Feb/2014:16:36:32 +0000] | 82.114.178.33 | /stats/totalvotes |  | + | 1310 | 45
[28/Feb/2014:16:36:35 +0000] | 82.114.178.192 | /stats/public/segment | ?&country=136&gender=0&age_ub=140 | + | 1329 | 504
[28/Feb/2014:16:36:34 +0000] | 78.137.75.205 | /stats/totalvotes |  | + | 660691 | 45
[28/Feb/2014:16:36:35 +0000] | 109.200.160.122 | /stats/totalvotes |  | + | 1332 | 45
[28/Feb/2014:16:36:38 +0000] | 82.114.178.65 | /stats/public/segment | ?&country=183&gender=0&age_ub=140 | + | 1338 | 519
[28/Feb/2014:16:36:43 +0000] | 78.137.75.205 | /static/map_stats.json |  | + | 382 | 55209
[28/Feb/2014:16:36:44 +0000] | 63.168.169.186 | - |  | - | 64 | 0
[28/Feb/2014:16:36:44 +0000] | 78.137.75.205 | /static/segment_comparison.json |  | + | 412 | 10149
[28/Feb/2014:16:36:47 +0000] | 78.137.75.205 | /stats/public/segment | ?&country=138&gender=0&age_ub=140 | + | 1486 | 496
[28/Feb/2014:16:36:51 +0000] | 127.0.0.1 | * |  | - | 167 | 0
[28/Feb/2014:16:36:52 +0000] | 78.137.80.105 | /stats/totalvotes |  | + | 1375 | 45
[28/Feb/2014:16:36:55 +0000] | 185.26.182.28 | /stats/totalvotes |  | + | 1315 | 45
[28/Feb/2014:16:36:57 +0000] | 109.200.160.122 | /static/map_stats.json |  | + | 536649 | 55209
[28/Feb/2014:16:36:59 +0000] | 109.200.160.122 | /static/segment_comparison.json |  | + | 395 | 10149
[28/Feb/2014:16:37:01 +0000] | 109.200.160.122 | /stats/public/segment | ?&country=30&gender=0&age_ub=140 | + | 1417 | 529
[28/Feb/2014:16:37:02 +0000] | 54.227.246.164 | /stats/ping |  | - | 933 | 14
[28/Feb/2014:16:37:04 +0000] | 185.26.182.28 | /stats/totalvotes |  | + | 1392 | 45
[28/Feb/2014:16:37:07 +0000] | 185.26.182.28 | /static/map_stats.json |  | + | 99532 | 55209
[28/Feb/2014:16:37:08 +0000] | 185.26.182.28 | /static/segment_comparison.json |  | + | 379 | 10149
[28/Feb/2014:16:37:09 +0000] | 127.0.0.1 | * |  | - | 6360 | 0
[28/Feb/2014:16:37:11 +0000] | 185.26.182.28 | /stats/public/segment | ?&country=185&gender=0&age_ub=140 | + | 931528 | 525
[28/Feb/2014:16:37:12 +0000] | 63.168.169.186 | /static/map_stats.json |  | + | 2389560 | 55209
[28/Feb/2014:16:37:16 +0000] | 63.168.169.186 | /static/segment_comparison.json |  | + | 418 | 10149
[28/Feb/2014:16:37:18 +0000] | 63.168.169.186 | /stats/public/segment | ?&country=65&gender=0&age_ub=140 | + | 1297 | 508
[28/Feb/2014:16:37:24 +0000] | 82.114.178.162 | /stats/public/segment | ?country=191 | + | 1433 | 530
[28/Feb/2014:16:37:27 +0000] | 8.37.225.117 | /stats/totalvotes |  | + | 1249 | 45
[28/Feb/2014:16:37:25 +0000] | 82.114.178.162 | /stats/public/segment | ?&country=191&gender=1&age_ub=34 | + | 1675154 | 525
[28/Feb/2014:16:37:27 +0000] | 8.37.225.117 | /static/map_stats.json |  | + | 168397 | 55209
[28/Feb/2014:16:37:27 +0000] | 8.37.225.117 | /static/segment_comparison.json |  | + | 367 | 10149
[28/Feb/2014:16:37:28 +0000] | 8.37.225.117 | /stats/public/segment | ?&country=78&gender=0&age_ub=140 | + | 1325 | 521
[28/Feb/2014:16:37:14 +0000] | 82.114.178.192 | /stats/public/sampleSimilar | ?choices=1,2,4,7,10,16 | + | 16295174 | 3292
[28/Feb/2014:16:37:33 +0000] | 63.168.169.186 | - |  | - | 92 | 0
[28/Feb/2014:16:37:33 +0000] | 82.114.178.33 | /static/map_stats.json |  | + | 762956 | 55209
[28/Feb/2014:16:37:36 +0000] | 109.200.186.41 | /stats/totalvotes |  | + | 4298 | 45
[28/Feb/2014:16:37:37 +0000] | 82.114.178.33 | /static/segment_comparison.json |  | + | 370 | 10149
[28/Feb/2014:16:37:37 +0000] | 81.91.30.211 | /stats/totalvotes |  | + | 1143 | 45
[28/Feb/2014:16:37:24 +0000] | 82.114.178.162 | /stats/public/sampleSimilar | ?choices=1,2,3,6,12,13 | + | 17177324 | 3304
[28/Feb/2014:16:37:42 +0000] | 216.16.241.50 | /stats/public/segment | ?&country=31&gender=0&age_ub=140 | + | 1247 | 510
[28/Feb/2014:16:37:43 +0000] | 82.114.178.117 | /stats/public/segment | ?country=191 | + | 666512 | 530
[28/Feb/2014:16:37:45 +0000] | 82.114.178.19 | /stats/totalvotes |  | + | 1295 | 45
[28/Feb/2014:16:37:45 +0000] | 82.114.178.117 | /stats/public/segment | ?&country=191&gender=1&age_ub=34 | + | 1397 | 525
[28/Feb/2014:16:37:51 +0000] | 109.200.186.41 | /static/map_stats.json |  | + | 405 | 55209
[28/Feb/2014:16:37:53 +0000] | 109.200.186.41 | /static/segment_comparison.json |  | + | 424 | 10149
[28/Feb/2014:16:37:54 +0000] | 109.200.186.41 | /stats/public/segment | ?&country=24&gender=0&age_ub=140 | + | 2379556 | 523
[28/Feb/2014:16:37:59 +0000] | 82.114.178.117 | /stats/totalvotes |  | + | 1303 | 45
[28/Feb/2014:16:38:00 +0000] | 82.114.178.225 | /stats/public/segment | ?&country=24&gender=0&age_ub=140 | + | 1281 | 523
[28/Feb/2014:16:38:00 +0000] | 81.91.26.9 | /stats/totalvotes |  | + | 1149 | 45
[28/Feb/2014:16:38:00 +0000] | 82.114.178.112 | /static/map_stats.json |  | + | 353784 | 55209
[28/Feb/2014:16:38:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 623 | 14
[28/Feb/2014:16:37:44 +0000] | 82.114.178.117 | /stats/public/sampleSimilar | ?choices=1,4,5,11,12,15 | + | 17334250 | 3317
[28/Feb/2014:16:38:01 +0000] | 54.227.246.164 | /stats/partners |  | - | 11022 | 70211
[28/Feb/2014:16:38:01 +0000] | 82.114.178.112 | /static/segment_comparison.json |  | + | 402 | 10149
[28/Feb/2014:16:38:02 +0000] | 82.114.178.112 | /stats/public/segment | ?&country=134&gender=0null | - | 5831 | 405
[28/Feb/2014:16:38:02 +0000] | 89.189.88.87 | /stats/totalvotes |  | + | 652974 | 45
[28/Feb/2014:16:38:08 +0000] | 63.168.169.186 | /stats/totalvotes |  | + | 1352 | 45
[28/Feb/2014:16:38:09 +0000] | 82.114.178.117 | /static/map_stats.json |  | X | 271584 | 55209
[28/Feb/2014:16:38:11 +0000] | 82.114.178.225 | /stats/public/segment | ?&country=177&gender=0&age_ub=140 | + | 627375 | 505
[28/Feb/2014:16:38:11 +0000] | 127.0.0.1 | * |  | - | 154 | 0
[28/Feb/2014:16:38:18 +0000] | 89.189.88.87 | /static/map_stats.json |  | + | 385623 | 55209
[28/Feb/2014:16:38:19 +0000] | 89.189.88.87 | /static/segment_comparison.json |  | + | 399 | 10149
[28/Feb/2014:16:38:20 +0000] | 46.35.91.18 | /stats/totalvotes |  | + | 1307 | 45
[28/Feb/2014:16:38:20 +0000] | 89.189.88.87 | /stats/public/segment | ?&country=66&gender=0&age_ub=140 | + | 1149325 | 526
[28/Feb/2014:16:38:26 +0000] | 89.189.88.87 | - |  | - | 91 | 0
[28/Feb/2014:16:38:28 +0000] | 127.0.0.1 | * |  | - | 149 | 0
[28/Feb/2014:16:38:29 +0000] | 63.168.169.186 | - |  | - | 168 | 0
[28/Feb/2014:16:38:31 +0000] | 127.0.0.1 | * |  | - | 161 | 0
[28/Feb/2014:16:38:39 +0000] | 185.26.182.28 | /stats/totalvotes |  | + | 1500 | 45
[28/Feb/2014:16:38:39 +0000] | 89.189.88.87 | - |  | - | 34 | 0
[28/Feb/2014:16:38:42 +0000] | 185.26.182.28 | /static/map_stats.json |  | + | 99473 | 55209
[28/Feb/2014:16:38:33 +0000] | 63.168.169.186 | /static/map_stats.json |  | + | 9668217 | 55209
[28/Feb/2014:16:38:43 +0000] | 185.26.182.28 | /static/segment_comparison.json |  | + | 514 | 10149
[28/Feb/2014:16:38:45 +0000] | 185.26.182.28 | /stats/public/segment | ?&country=37&gender=0&age_ub=140 | + | 576602 | 508
[28/Feb/2014:16:38:46 +0000] | 63.168.169.186 | /static/segment_comparison.json |  | + | 345 | 10149
[28/Feb/2014:16:38:47 +0000] | 82.114.178.112 | /stats/totalvotes |  | + | 1310 | 45
[28/Feb/2014:16:38:49 +0000] | 46.35.91.18 | /static/map_stats.json |  | + | 2149030 | 55209
[28/Feb/2014:16:38:52 +0000] | 46.35.91.18 | /static/segment_comparison.json |  | + | 346 | 10149
[28/Feb/2014:16:38:53 +0000] | 46.35.91.18 | /stats/public/segment | ?&country=161&gender=0&age_ub=140 | + | 305525 | 511
[28/Feb/2014:16:38:56 +0000] | 82.114.178.142 | /stats/totalvotes |  | + | 1387 | 45
[28/Feb/2014:16:38:56 +0000] | 82.114.178.142 | /static/map_stats.json |  | + | 438 | 0
[28/Feb/2014:16:38:57 +0000] | 82.114.178.142 | /static/segment_comparison.json |  | + | 273 | 0
[28/Feb/2014:16:38:58 +0000] | 82.114.178.142 | /stats/public/segment | ?&country=181&gender=0&age_ub=140 | + | 1370822 | 523
[28/Feb/2014:16:39:02 +0000] | 54.227.246.164 | /stats/ping |  | - | 785 | 14
[28/Feb/2014:16:39:03 +0000] | 63.168.169.186 | /stats/public/segment | ?&country=7&gender=0&age_ub=140 | + | 238332 | 511
[28/Feb/2014:16:39:05 +0000] | 189.80.64.218 | /stats/totalvotes |  | + | 1361 | 45
[28/Feb/2014:16:39:08 +0000] | 189.80.64.218 | /static/map_stats.json |  | + | 426855 | 55209
[28/Feb/2014:16:39:09 +0000] | 189.80.64.218 | /static/segment_comparison.json |  | + | 307 | 10149
[28/Feb/2014:16:39:09 +0000] | 189.80.64.218 | /stats/public/segment | ?&country=61&gender=0&age_ub=140 | + | 166016 | 508
[28/Feb/2014:16:39:13 +0000] | 89.189.88.87 | /stats/totalvotes |  | + | 1458 | 45
[28/Feb/2014:16:39:14 +0000] | 89.189.88.87 | /stats/public/segment | ?&country=53&gender=0&age_ub=140 | + | 324749 | 514
[28/Feb/2014:16:39:17 +0000] | 82.114.169.16 | /stats/totalvotes |  | + | 1321 | 45
[28/Feb/2014:16:39:22 +0000] | 89.189.88.87 | /stats/public/segment | ?&country=24&gender=0&age_ub=140 | + | 1529 | 523
[28/Feb/2014:16:39:26 +0000] | 63.168.169.186 | - |  | - | 81 | 0
[28/Feb/2014:16:39:27 +0000] | 82.114.169.33 | /static/map_stats.json |  | + | 232293 | 55209
[28/Feb/2014:16:39:28 +0000] | 82.114.169.33 | /static/segment_comparison.json |  | + | 402 | 10149
[28/Feb/2014:16:39:28 +0000] | 127.0.0.1 | * |  | - | 164 | 0
[28/Feb/2014:16:39:29 +0000] | 82.114.169.33 | /stats/public/segment | ?&country=78&gender=0&age_ub=140 | + | 1394 | 521
[28/Feb/2014:16:39:30 +0000] | 82.114.169.33 | /stats/public/segment | ?country=191 | + | 1116 | 530
[28/Feb/2014:16:39:32 +0000] | 82.114.169.33 | /stats/public/segment | ?&country=191&gender=1&age_ub=34 | + | 1519 | 525
[28/Feb/2014:16:39:34 +0000] | 89.189.88.87 | /stats/totalvotes |  | + | 8860 | 45
[28/Feb/2014:16:39:34 +0000] | 82.114.178.19 | /static/map_stats.json |  | + | 778226 | 55209
[28/Feb/2014:16:39:36 +0000] | 82.114.178.19 | /static/segment_comparison.json |  | + | 409 | 10149
[28/Feb/2014:16:39:38 +0000] | 82.114.178.19 | /stats/public/segment | ?&country=83&gender=0&age_ub=140 | + | 75740 | 506
[28/Feb/2014:16:39:39 +0000] | 82.114.169.15 | /stats/totalvotes |  | + | 1081 | 45
[28/Feb/2014:16:39:38 +0000] | 89.189.88.87 | /stats/public/segment | ?&country=96&gender=0&age_ub=140 | + | 181474 | 500
[28/Feb/2014:16:39:43 +0000] | 82.114.169.15 | /stats/public/segment | ?&country=7&gender=0&age_ub=140 | + | 1436 | 511
[28/Feb/2014:16:39:45 +0000] | 82.114.169.15 | /stats/public/segment | ?country=191 | + | 1337 | 530
[28/Feb/2014:16:39:47 +0000] | 82.114.169.15 | /stats/public/segment | ?&country=191&gender=1&age_ub=34 | + | 1409 | 525
[28/Feb/2014:16:39:31 +0000] | 82.114.169.33 | /stats/public/sampleSimilar | ?choices=1,2,4,5,11,15 | + | 16426369 | 3302
[28/Feb/2014:16:39:49 +0000] | 216.16.241.50 | /stats2/value_list | ?dim=partner | + | 257195 | 62884
[28/Feb/2014:16:39:49 +0000] | 216.16.241.50 | /stats2/demographics |  | + | 13346 | 2929
[28/Feb/2014:16:39:49 +0000] | 216.16.241.50 | /stats2/segment | ? | + | 641822 | 660
[28/Feb/2014:16:39:50 +0000] | 216.16.241.50 | /stats2/segment | ?&country=0&gender=0&education=0 | + | 2855 | 660
[28/Feb/2014:16:39:50 +0000] | 216.16.241.50 | /stats2/segment | ?&gender=1 | + | 2110 | 658
[28/Feb/2014:16:39:50 +0000] | 216.16.241.50 | /stats2/segment | ?&education=3 | + | 1919 | 649
[28/Feb/2014:16:39:50 +0000] | 216.16.241.50 | /stats2/segment | ?&education=4 | + | 1776 | 658
[28/Feb/2014:16:39:50 +0000] | 216.16.241.50 | /stats2/segment | ?&age=15 | + | 2294 | 646
[28/Feb/2014:16:39:50 +0000] | 89.189.88.87 | /stats/totalvotes |  | + | 1106 | 45
[28/Feb/2014:16:39:50 +0000] | 216.16.241.50 | /stats2/segment | ?&age=45 | + | 2015 | 650
[28/Feb/2014:16:39:50 +0000] | 216.16.241.50 | /stats2/segment | ?&age=60 | + | 2293 | 643
[28/Feb/2014:16:39:50 +0000] | 216.16.241.50 | /stats2/segment | ?&age=61 | + | 2293 | 641
[28/Feb/2014:16:39:50 +0000] | 216.16.241.50 | /stats2/segment | ?&hdi=1 | + | 129941 | 1625
[28/Feb/2014:16:39:50 +0000] | 216.16.241.50 | /stats2/segment | ?&age=30 | + | 424517 | 659
[28/Feb/2014:16:39:51 +0000] | 216.16.241.50 | /stats2/segment | ?&hdi=2 | + | 138506 | 1624
[28/Feb/2014:16:39:51 +0000] | 216.16.241.50 | /stats2/segment | ?&hdi=3 | + | 111837 | 1633
[28/Feb/2014:16:39:51 +0000] | 216.16.241.50 | /stats2/segment | ?&hdi=4 | + | 168455 | 1604
[28/Feb/2014:16:39:50 +0000] | 216.16.241.50 | /stats2/segment | ?&gender=2 | + | 909895 | 658
[28/Feb/2014:16:39:50 +0000] | 216.16.241.50 | /stats2/segment | ?&education=2 | + | 1070708 | 650
[28/Feb/2014:16:39:49 +0000] | 216.16.241.50 | /stats2/countries |  | + | 1849696 | 220324
[28/Feb/2014:16:39:50 +0000] | 216.16.241.50 | /stats2/segment | ?&education=1 | + | 1110256 | 644
[28/Feb/2014:16:39:52 +0000] | 89.189.88.87 | /stats/public/segment | ?&country=134&gender=0&age_ub=140 | + | 2297465 | 524
[28/Feb/2014:16:39:56 +0000] | 89.189.88.87 | - |  | - | 75 | 0
[28/Feb/2014:16:39:58 +0000] | 127.0.0.1 | * |  | - | 161 | 0
[28/Feb/2014:16:39:58 +0000] | 82.114.178.193 | /stats/public/segment | ?country=191 | + | 1123 | 530
[28/Feb/2014:16:40:00 +0000] | 78.137.94.159 | /stats/totalvotes |  | + | 657512 | 45
[28/Feb/2014:16:40:02 +0000] | 54.227.246.164 | /stats/partners |  | - | 31043 | 70211
[28/Feb/2014:16:40:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 1803953 | 14
[28/Feb/2014:16:39:45 +0000] | 82.114.169.16 | /stats/public/sampleSimilar | ?choices=1,2,4,5,11,15 | + | 19100494 | 3302
[28/Feb/2014:16:40:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_ub=34 | + | 22645 | 547
[28/Feb/2014:16:40:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=55 | + | 10143 | 528
[28/Feb/2014:16:40:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=1 | + | 3500 | 545
[28/Feb/2014:16:40:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=2 | + | 1110 | 546
[28/Feb/2014:16:40:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=3 | + | 2650 | 533
[28/Feb/2014:16:40:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=4 | + | 929 | 531
[28/Feb/2014:16:40:04 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=2 | + | 4323142 | 546
[28/Feb/2014:16:40:09 +0000] | 54.227.246.164 | /stats2/segment |  | - | 1577 | 660
[28/Feb/2014:16:40:09 +0000] | 185.26.182.28 | /stats/totalvotes |  | + | 8755 | 45
[28/Feb/2014:16:40:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=35&age_ub=54 | + | 5386522 | 537
[28/Feb/2014:16:40:04 +0000] | 127.0.0.1 | /stats/public/segment | ? | + | 5374227 | 548
[28/Feb/2014:16:40:10 +0000] | 78.137.94.159 | /static/map_stats.json |  | + | 301180 | 55209
[28/Feb/2014:16:40:10 +0000] | 78.137.94.159 | /static/segment_comparison.json |  | + | 581 | 10149
[28/Feb/2014:16:40:10 +0000] | 82.114.178.193 | /stats/public/segment | ?&country=191&gender=2&age_ub=34 | + | 1582261 | 516
[28/Feb/2014:16:40:12 +0000] | 78.137.94.159 | /stats/public/segment | ?&country=159&gender=0&age_ub=140 | + | 1510 | 512
[28/Feb/2014:16:40:12 +0000] | 89.189.88.87 | - |  | - | 47 | 0
[28/Feb/2014:16:40:13 +0000] | 185.26.182.28 | /static/map_stats.json |  | + | 94700 | 55209
[28/Feb/2014:16:40:15 +0000] | 185.26.182.28 | /static/segment_comparison.json |  | + | 447 | 10149
[28/Feb/2014:16:40:15 +0000] | 127.0.0.1 | * |  | - | 170 | 0
